sample_id,source_dataset,source_pack,split,defect_group,task_group,defect_type,component_count,connected_component_count,component_types,angle,vertex_count,distance_bin,mask_area,delta_bz_min,delta_bz_max,delta_bz_mean,delta_bz_std,has_bz_no_defect,has_bz_defect,has_delta_bz,has_mask,has_coords,delta_matches_defect_minus_reference,notes
cc2_sample_220,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rotated_rect+polygon,,,,860,-0.0006616037279522426,0.0007963998689392925,-1.0561039993402446e-06,0.0003767737881814323,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_221,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+rectangular_notch,,,,651,-0.0004584368687364351,0.0008379513151968164,-2.371514035084128e-05,0.00025149161560474324,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_222,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+rotated_rect,,,,544,-0.0007052038759154983,0.0006596933902871728,-2.995338334031083e-05,0.00034135972141667136,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_223,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rotated_rect+rotated_rect,,,,752,-0.0007486117401992499,0.0005621442951270921,8.969997123733777e-06,0.00028326814228318896,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_224,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+polygon,,,,848,-0.0005645281769700838,0.0007005980962788972,-9.177559956306033e-06,0.00029853900209989665,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_225,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rotated_rect+polygon,,,,660,-0.0005745298291486617,0.0007497835889783352,3.34517094178968e-05,0.0003248433343600408,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_226,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+rectangular_notch,,,,608,-0.0007173262730089307,0.000724953658487474,-3.2141738927346085e-05,0.00035464061568822944,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_227,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+rotated_rect,,,,783,-0.0008420604132923708,0.0006308161549937356,-4.31519515303825e-05,0.0003540258061785145,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_228,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rotated_rect+rotated_rect,,,,684,-0.00047709045285673703,0.0008033185507336836,1.620109532716227e-05,0.0003092800733699653,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_229,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+polygon,,,,749,-0.0008079317226602491,0.0005856211170209599,1.5582655527982116e-06,0.0003013940865230205,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_230,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rotated_rect+polygon,,,,652,-0.0008762322014089524,0.000561332504119602,-1.0576383970252107e-05,0.00031754529215723273,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_231,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+rectangular_notch,,,,549,-0.0006655790550220196,0.000692628703557303,-2.8516184444232886e-05,0.0002895568186438036,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_232,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+rotated_rect,,,,762,-0.0006338347579996713,0.000737161682016646,8.479424423940113e-06,0.00035183261727898883,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_233,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rotated_rect+rotated_rect,,,,931,-0.0005988063560743886,0.0006723966455050457,-4.09078899367242e-05,0.00030166384386128735,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_234,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+polygon,,,,792,-0.0007231245426565947,0.0005857996155090269,-3.961694495192029e-05,0.00032411164931187193,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_235,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rotated_rect+polygon,,,,530,-0.0005838005611863101,0.0005271356912933281,-3.100606469214114e-06,0.00026297309149004726,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_236,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+rectangular_notch,,,,845,-0.0006127470832677764,0.0007635939896526501,-1.1658660127325406e-05,0.00028152526382010994,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_237,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+rotated_rect,,,,639,-0.000603318605900902,0.0005291644806021725,1.4401824476881119e-05,0.00029434974953891895,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_238,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rotated_rect+rotated_rect,,,,901,-0.0006700033807636368,0.0005095381803821861,-2.4923441829769262e-05,0.0002882931691126736,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_239,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rectangular_notch+polygon,,,,557,-0.0005843675858986289,0.0007317235774869162,4.462768485017028e-06,0.000284312797403388,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc2_sample_240,multi_defect_pilot_v3,multi_defect_pilot_v3,test,multi_defect,multi_defect_cc2,multi_defect,2,2,rotated_rect+polygon,,,,534,-0.0006629368505219941,0.0006706456839337771,-2.8826318140298595e-05,0.00030606718954553767,True,True,True,True,True,True,component_count=2 multi_defect source sample
cc3_v3_sample_128,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,medium,401,-0.0006794158988844581,0.0005194178277318484,-3.334538586370418e-05,0.00028189142473714437,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_003,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,near,442,-0.0005960434217234778,0.0006418577400589274,-1.1199818510005104e-05,0.0002652504573787075,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_030,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,medium,416,-0.0003929539738576837,0.00041614692988758506,-1.632516349701865e-05,0.00018559570990584663,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_219,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,near,441,-0.0006146223510142515,0.0005338861938056575,1.6729910011904558e-05,0.00029934772518943296,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_163,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,medium,379,-0.0006404417949948745,0.0004524418719051913,-1.261191336199389e-06,0.0002475317758313825,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_091,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,medium,452,-0.0006426416393554528,0.000588944999836211,-3.574498302805949e-05,0.00027750188037497776,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_190,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,far,456,-0.0005227952114387664,0.0005144091860619542,-4.3676001028735875e-06,0.00023041989251746373,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_122,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,near,408,-0.0006591187572231167,0.0006669601808561695,1.469562434240156e-05,0.00027786259846271805,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_039,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,near,421,-0.0007633720483302151,0.000603452543268826,-1.1539302722698812e-05,0.0003199281104385434,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_086,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,near,376,-0.0006615013493666074,0.0007386241385227938,-2.0826419115485027e-05,0.0002656539824447517,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_118,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,far,492,-0.0007998175775435247,0.0005624272942807772,-3.2640253020592006e-05,0.00027426088823783855,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_214,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,far,453,-0.00040248683792265706,0.0005358431605093361,-3.4007353934694742e-06,0.00022033271182524147,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_223,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,medium,379,-0.00042934476029842666,0.000545926668979706,-1.4500722790377314e-05,0.00019693369372788714,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_069,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,far,475,-0.0003734808211653252,0.00045892029542417127,-2.0191942348263905e-05,0.0001868886906827376,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_108,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,far,465,-0.0005567857263647504,0.0006079133351717845,-2.5650645611369866e-05,0.0002542362960054834,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_141,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,far,420,-0.0005003121404871076,0.0006811985476169275,-1.4619051726851565e-05,0.00021648725104899614,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_139,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,medium,406,-0.0005860607694738286,0.0005046077976751579,-1.4882179343353303e-05,0.00026681643692736485,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_199,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,medium,406,-0.0005212046754184623,0.00052885648768739,-3.88488204592216e-06,0.00024378890297621525,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_224,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,medium,432,-0.0004758864219387527,0.0004893946444194206,1.3844342495840565e-07,0.0002483659474213624,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_085,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,near,511,-0.0007534286952664158,0.0007337292799280608,1.279662918233837e-05,0.0003656948644374368,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_038,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,near,432,-0.0005429670029584426,0.0005940108279711435,-2.8944540362121825e-05,0.00021597320886400622,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_007,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,medium,488,-0.0006159526959449723,0.0005433895145382603,-9.13142801313442e-06,0.0002646261202017605,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_032,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,medium,404,-0.00048698629558079255,0.0005208938407907777,1.4746567161417022e-06,0.00024329289290536498,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_109,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,near,393,-0.0006939608086830765,0.0005575787046279441,-2.9613697395974915e-05,0.00031882023169369904,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_082,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,far,451,-0.0005507064313642091,0.0005050285735598067,5.8724654166735225e-06,0.00024715369297156713,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_090,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,medium,398,-0.0006317453365296957,0.00047989216607748704,-3.273366098850032e-05,0.0002430079117902328,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_093,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,far,440,-0.0004092706991584785,0.0004731303897070316,-9.610355816946588e-06,0.00017893579881084928,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_012,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,far,400,-0.0005118920518371998,0.0005209265871819711,1.6128812978387544e-05,0.0002503707087048794,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_101,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,medium,388,-0.0005387878719201517,0.0005850837192800569,-6.9828448054293696e-06,0.0002825994241988641,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_219,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,near,429,-0.0005974336311479038,0.0005962177607548463,-5.093620978990541e-05,0.00028035737291176084,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_196,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,near,438,-0.0006081352105891204,0.0006776657097894284,-3.905646473633827e-05,0.0002811970882816586,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_032,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,medium,436,-0.0006483298199437808,0.0006853013172569951,7.166137516394955e-06,0.000323973289829497,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_043,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,medium,531,-0.0005523235798893249,0.0006447253804190895,9.272942658389856e-07,0.00025087962344830684,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_021,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,far,410,-0.0005891298229200867,0.0005127252175807482,-3.206802319667759e-05,0.00025755710748144936,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_040,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,near,452,-0.0008532186689219149,0.0006786800281799643,-1.949113170854273e-05,0.0003586419441132558,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_234,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,medium,488,-0.0007392717330250384,0.00046693722631181234,-4.789421633979076e-05,0.00028059587923743727,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_130,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,far,456,-0.0004876070733691473,0.0005768385501937,9.195716923405093e-07,0.0002525572164780707,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_155,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,far,417,-0.00046409533637177145,0.0006632954594841026,-3.0583852155002495e-05,0.00020648177454681528,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_013,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,near,360,-0.0005563954978348309,0.0007827699137144747,-2.5210347970484767e-05,0.0002626045460130047,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_167,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,far,440,-0.0004386018934560861,0.0005068527763638203,-2.930851325427058e-05,0.00023941421827143806,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_227,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,far,421,-0.000468232325457098,0.0005758154790089897,-3.366130518207841e-05,0.00025594285787357285,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_198,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,medium,443,-0.0006219377023232036,0.0005488269860161256,-9.61114730549904e-06,0.000278520018516142,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_053,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,medium,450,-0.000536690997743362,0.0007708832195190394,7.3934422740201535e-06,0.0002913435622364155,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_185,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,medium,433,-0.000643463123154052,0.0006355793297181199,-1.744978583479173e-05,0.0003118771624306264,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_206,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,near,399,-0.000671649399784007,0.0006511814879666886,-3.117861471725495e-05,0.0003322995091611056,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_019,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,medium,484,-0.0006946241151430579,0.0004238502102883947,-2.2894070690985358e-05,0.00026063662874423296,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_057,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,far,452,-0.000683491984198362,0.00042138715402767317,-5.729069457098511e-05,0.0002349438817134395,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_054,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,medium,488,-0.0005776144316782686,0.0005476947780177123,-6.369291689637739e-06,0.00023976970498087706,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_169,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,near,393,-0.0006096992859240325,0.0006014000356027977,-2.7677525668706276e-06,0.00028587928305872474,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_147,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,near,488,-0.0006244496527255084,0.00046386594466945566,-2.6347485172122557e-05,0.0002561157264794115,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_034,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,far,445,-0.0006441514003670994,0.0004881904719914935,-3.3235525198149235e-05,0.0002478276315276618,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_061,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,near,430,-0.0008156683019152394,0.0006216808259836509,-2.2098344636279517e-05,0.00033982797392008803,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_045,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,far,480,-0.00046618500404301834,0.00042119822828643193,-2.5701597594654476e-05,0.0002280739104027436,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_041,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,medium,388,-0.0004874520123593382,0.0005849303733366645,-1.3648805906028525e-05,0.00023470873917057726,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_011,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,far,404,-0.0004240590770646937,0.0004609027043156684,-7.759487747422022e-06,0.00021315751148606645,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_110,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,near,413,-0.0007457765565904559,0.0006107302352849282,-6.668660190501267e-06,0.0003444009391458574,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_210,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,medium,408,-0.000457866609282666,0.000694287280649565,7.775243994467493e-06,0.0002950893534682149,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_031,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,medium,393,-0.0005237416259004566,0.0005251958146165431,-2.5378882204081895e-05,0.00022836159453479632,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_146,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,near,375,-0.0006430553449414012,0.0007080771948396412,-1.9174199593686593e-05,0.00028833285849233715,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_027,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rotated_rect+rotated_rect,,,near,488,-0.0004667889164214511,0.0005272044143127502,-2.1319995728382507e-06,0.00024410913580649016,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_133,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,near,360,-0.0006593936196670394,0.0007125439097865602,-9.625051289099097e-06,0.00030731039080819644,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_228,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,far,424,-0.000517048934166146,0.0005026532888334589,-7.214018750468558e-06,0.00021401620198598098,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_110,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rotated_rect,,,near,450,-0.0006865701143633296,0.0005265490247274099,-3.4410488442447755e-06,0.00028821109619550953,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_196,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,near,422,-0.0006174204124802693,0.0005758299956211565,-2.139541412013653e-05,0.00028286069928466393,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_113,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rectangular_notch+rectangular_notch+rectangular_notch,,,medium,382,-0.0005928971748998901,0.0006971220298380944,-2.135717541446856e-05,0.00024866734078415426,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v3_sample_204,three_component_pilot_v4,pilot_v3,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,far,489,-0.0005377360619555505,0.000613259193123807,3.4219487891750674e-06,0.0002461410903407204,True,True,True,True,True,True,component_count=3 multi_defect source sample
cc3_v4_topup_060,three_component_pilot_v4,pilot_v4_topup,train,multi_defect,multi_defect_cc3,multi_defect,3,3,rotated_rect+rotated_rect+rotated_rect,,,far,413,-0.00047825743311710804,0.0004789086516047671,-2.604778254221866e-05,0.0002080081538216807,True,True,True,True,True,True,component_count=3 multi_defect source sample
